brand,url,name,price,image,dimensions,weight,os,generation,screenSize,resolution,touchScreen,backlitKeyboard,internalMemory,ram,graphicsCard,processorType,processorSpeed,battery,BT,wifi,USB,camera,fingerPrintReader
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-thinkpad-e14-g4-14-inches-12th-gen-core-i5-dos-8gb-512gb
","lenovo thinkpad e14 g4 14 inches 12th gen core i5 dos 8gb 512gb
","Rs  229,999",https://images.priceoye.pk/lenovo-thinkpad-e14-g4-14-inches-12th-gen-core-i5-8gb-512gb-pakistan-priceoye-b4wv6-500x500.webp,324 x 220.7 x 17.9 mm,1.64 Kg,DOS,12th Generation,14 Inches,1920x1080,1920 x 1080,"Backlit, US English",512 GB SSD,8 GB,Intel Iris Xe Graphics,Intel Core i5-1235u,1.30 GHz up to 4.40 GHz Turbo (12.0 MB Cache),45 Wh,Yes,Yes,"1x USB 2.0 1x USB 3.2 Gen 1 (Always On) 1x Thunderbolt 4 / USB 4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)",Yes,720p HD
apple,"https://priceoye.pk/laptops/apple/apple-macbook-air-15-3-m2-mqkx3-8gb-512gb
","apple macbook air 15 3 m2 mqkx3 8gb 512gb
","Rs  406,999",https://images.priceoye.pk/apple-macbook-air-15-3-m2-mqkx3-8gb-512gb-pakistan-priceoye-7w8ha-500x500.webp,N/A,1.5KG,macOS,M2,15.3 Inches,2880 x 1864,N/A,Yes,512 GB,8 GB,Apple M2 Chip With 10-Cores GPU,Apple M2 Chip,Apple M2 Chip With 8 Cores,N/A,Yes,Yes,Yes,Touch ID,Yes
dell,"https://priceoye.pk/laptops/dell/dell-vostro-15-3520-laptop-12th-gen-core-i3
","dell vostro 15 3520 laptop 12th gen core i3
","Rs  125,999",https://images.priceoye.pk/dell-vostro-15-3520-laptop-12th-gen-core-i3-4gb-256gb-pakistan-priceoye-lndgq-500x500.webp,N/A,1.66 kg,Dos,12th Gen,15.6 inch,1920 x 1080,No,LED,256 GB SSD,4GB RAM,Intel Iris Xe Graphics as UHD Graphics,12th Generation Intel Core i3-1215U Alder Lake (10 MB Cache),"1.2 GHz up to 4.4 GHz with Intel® Turbo Boost Technology (6 cores, 8 threads)",Li-Po battery,Yes,Yes,Yes,N/A,Plastic: 720p at 30 fps HD camera Single integrated microphone
hp,"https://priceoye.pk/laptops/hp/hp-15s-fc0100au-15-6-inches-amd-ryzen-5-7520u-win-11-8gb-512gb
","hp 15s fc0100au 15 6 inches amd ryzen 5 7520u win 11 8gb 512gb
","Rs  204,999",https://images.priceoye.pk/hp-15s-fc0100au-15-6-inches-amd-ryzen-5-7520u-win-11-8gb-512gb-pakistan-priceoye-dlsjc-500x500.webp,35.98 x 23.6 x 1.86 cm,1.59 Kg,Windows 11 Home Single Language,AMD Ryzen™ 5,15.6 Inches,1920 x 1080 Pixels,Non-Touch,N/A,512 GB PCIe NVMe M.2 SSD,8 GB LPDDR5-5500 MHz,AMD Radeon™ Graphics,AMD Ryzen™ 5 7520U,up to 4.3 GHz,"3-cell, 41 Wh Li-ion Polymer",Yes,Yes,1 USB Type-C® 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors); 2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo,N/A,Yes
hp,"https://priceoye.pk/laptops/hp/hp-victus-16-r0074tx-16-1-inches-13th-gen-core-i7-win-11-16gb-512gb
","hp victus 16 r0074tx 16 1 inches 13th gen core i7 win 11 16gb 512gb
","Rs  514,999",https://images.priceoye.pk/hp-victus-16-r0074tx-16-1-inches-13th-gen-core-i7-win-11-16gb-512gb-pakistan-priceoye-chk1q.png,N/A,N/A,Genuine Windows 11 Home,13th Generation,16.1 Inches,1920 x 1080 Pixels,Non-Touch,Yes,512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,16 GB DDR5-4800 MHz RAM (2 x 8 GB),NVIDIA GeForce RTX 4060 Laptop GPU (8 GB GDDR6 dedicated),Core i7 13700HX Raptor Lake,2.1 GHz Boost up to 5.0 GHz,null,Yes,null,"1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate;",No,Yes
hp,"https://priceoye.pk/laptops/hp/hp-15s-fq5299nia-laptop-12th-gen-core-i7-8gb-512gb-ssd
","hp 15s fq5299nia laptop 12th gen core i7 8gb 512gb ssd
","Rs  177,999",https://images.priceoye.pk/hp-15s-fq5299nia-laptop-12th-gen-core-i7-8gb-512gb-ssd-pakistan-priceoye-84hdo-500x500.webp,35.85 x 24.2 x 1.79 cm,1.69 kg,FreeDOS,12th Gen,15.6,"diagonal, FHD (1920 x 1080)",No,N/A,512 GB PCIe® NVMe™ M.2 SSD,8 GB DDR4-3200 MHz RAM (2 x 4 GB)  (Transfer rates up to 3200 MT/s.),"Integrated,  Intel® Iris® Xᵉ Graphics",Intel® Integrated SoC,"Intel® Core™ i7-1255U (up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads) 1 2","3-cell, 41 Wh Li-ion ( 5)",Yes,Yes,Yes,N/A,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones
hp,"https://priceoye.pk/laptops/hp/hp-probook-440-g10-core-i7-8gb-512gb-nvme-ssd
","hp probook 440 g10 core i7 8gb 512gb nvme ssd
","Rs  220,999",https://images.priceoye.pk/hp-probook-440-g10-core-i7-8gb-512gb-nvme-ssd-pakistan-priceoye-v7kki-500x500.webp,32.19 x 21.39 x 1.99 cm,1.38 kg,FreeDOS,13th Gen,14″,FHD (1920 x 1080),No,"HP Premium Keyboard – spill-resistant, backlit keyboard",512 GB,8 GB,"Integrated, Intel® UHD Graphics",13th Generation Intel® Core™ i7 processor,"Intel® Core™ i7-1355U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads) 1 2","HP Long Life 3-cell, 51 Wh Li-ion",Yes,Yes,Yes,Fingerprint sensor,720p HD camera
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-v15-g3-15-6-inches-12th-gen-core-i7-dos-8gb-512gb
","lenovo v15 g3 15 6 inches 12th gen core i7 dos 8gb 512gb
","Rs  224,999",https://images.priceoye.pk/lenovo-v15-g3-15-6-inches-12th-gen-core-i7-dos-8gb-512gb-pakistan-priceoye-qdoi3-500x500.webp,362 x 252 x 20 mm,1.85 Kg,DOS,12th Generation,15.6 Inches,1920 x 1080 Pixels,No,N/A,512 GB SSD,8 GB,Intel Iris Xe Graphics,Core i7 - 1265U,up to 4.7 GHz,N/A,Yes,Yes,Yes,N/A,HP Wide Vision 720p HD
infinix,"https://priceoye.pk/laptops/infinix/infinix-inbook-y1-plus-laptop-core-i3-8gb-256gb-ssd-international
","infinix inbook y1 plus laptop core i3 8gb 256gb ssd international
","Rs  85,999",https://images.priceoye.pk/infinix-inbook-y1-plus-laptop-core-i3-8gb-256gb-ssd-pakistan-priceoye-8lvya-500x500.webp,358.5 x 235.7 x 18.2 mm,1.76 kg,Windows 11 Home,10th Gen,15.6 inches,1920 x 1080 pixels,No,Multi-Touch AG Glass Touchpad,256 GB SSD,8 GB,Intel Integrated UHD,10th Gen Intel Core i3 1005G1,2 x 1.2 GHz (Turbo Speed upto 3.4 GHz) Cores,50 WHrs Li-ion,Yes,Yes,Yes,N/A,Yes
dell,"https://priceoye.pk/laptops/dell/dell-vostro-15-3520-laptop-12th-gen-core-i5
","dell vostro 15 3520 laptop 12th gen core i5
","Rs  132,000",https://images.priceoye.pk/dell-vostro-15-3520-laptop-12th-gen-core-i5-pakistan-priceoye-49wed-500x500.webp,N/A,N/A,Dos,12th Gen,15.6″,Anti-Glare LED-Backlit Display Narrow Border Display,No,N/A,256 GB SSD,4GB RAM,Intel® UHD Graphics,12th Generation Core i5-1235U  Processor,"(12MB Cache, up to 4.4 GHz, 10 cores)",Li-Po battery,Yes,Yes,Yes,N/A,Yes
hp,"https://priceoye.pk/laptops/hp/hp-15s-fq5099tu-15-6-inches-12th-gen-core-i7-win-11-8gb-512gb
","hp 15s fq5099tu 15 6 inches 12th gen core i7 win 11 8gb 512gb
","Rs  175,999",https://images.priceoye.pk/hp-15s-fq5099tu-15-6-inches-12th-gen-core-i7-windows-11-8gb-512gb-pakistan-priceoye-fjcgc-500x500.webp,N/A,1.69 KG,Windows 11,12th Generation,15.6 Inches,1920 x 1080,No,Yes,512 GB,8 GB,Intel Iris Xe Graphics,Intel Core i7-1255u Processor (12 MB Cache),1.7 Ghz Turbo Boost Up to 4.7 GHz (10 Cores - 12 Threads),N/A,Yes,Yes,1 SuperSpeed USB Type-C® 5Gbps signaling rate; 2 SuperSpeed USB Type-A 5Gbps signaling rate,No,HP True Vision 720p HD Camera with Temporalnoise Reduction and Integrated Dual Array Digital Microphones
hp,"https://priceoye.pk/laptops/hp/hp-pavilion-x360-14-ek1055tu-14-inches-13th-gen-core-i5-win-11-home-8gb-512gb
","hp pavilion x360 14 ek1055tu 14 inches 13th gen core i5 win 11 home 8gb 512gb
","Rs  256,999",https://images.priceoye.pk/hp-pavilion-x360-14-ek1055tu-14-inches-13th-gen-core-i5-win-11-home-8gb-512gb-pakistan-priceoye-hx6gi-500x500.webp,32.2 x 21 x 1.89 cm (front); 32.2 x 21 x 1.99 cm (rear),1.51 kg,Windows 11 Home,13th Generation,14 Inches,1920 x 1080,Yes,"Full-size, backlit, natural silver keyboard",512 GB SSD,8 GB,Intel® Iris® Xᵉ Graphics,Intel® Core™ i5-1335U,"up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads","3-cell, 43 Wh Li-ion polymer",Yes,Yes,"1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",N/A,HP True Vision 5MP camera with temporal noise reduction and integrated dual array digital microphones
hp,"https://priceoye.pk/laptops/hp/hp-pavilion-15-eh2032au-15-6-inches-amd-ryzen-5-5625u-win-11-16gb-512gb
","hp pavilion 15 eh2032au 15 6 inches amd ryzen 5 5625u win 11 16gb 512gb
","Rs  244,999",https://images.priceoye.pk/hp-pavilion-15-eh2033au-15-6-inches-amd-ryzen-5-5625u-win-11-16gb-512gb-pakistan-priceoye-3cbat-500x500.webp,36.02 x 23.4 x 1.79 cm,1.75 Kg,Windows 11 Home,AMD,15.6 Inches,1920 x 1080 Pixels,Non-Touch,Yes,512 GB,16 GB,"Integrated,  AMD Radeon Graphics",AMD Ryzen™ 5 5625U,up to 4.3 GHz,"3-cell, 41 Wh Li-ion",Yes,Yes,"1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 2.1; 1 headphone/microphone combo 7",Yes,Yes
hp,"https://priceoye.pk/laptops/hp/hp-probook-450-g10-core-i5-13th-gen-16gb-256gb
","hp probook 450 g10 core i5 13th gen 16gb 256gb
","Rs  193,499",https://images.priceoye.pk/hp-probook-450-g10-core-i5-13th-gen-16gb-256gb-pakistan-priceoye-v7mbb-500x500.webp,N/A,N/A,Windows 11,13th Gen,15.6,(1920 x 1080),No,Yes,256 GB SSD,16 GB,Integrated Intel UHD Graphics,Intel Core i5 13th Generation,13th Gen Intel Core i5-1335U 10 Cores,Li-Po battery,Yes,Yes,Yes,N/A,N/A
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-thinkbook-15-g2-15-6-inches-11th-gen-core-i7-dos-8gb-1tb
","lenovo thinkbook 15 g2 15 6 inches 11th gen core i7 dos 8gb 1tb
","Rs  229,999",https://images.priceoye.pk/lenovo-thinkbook-15-g2-15-6-inches-11th-gen-core-i7-dos-8gb-1tb-pakistan-priceoye-auv94-500x500.webp,357 x 235 x 18.9 mm,1.7 Kg,DOS,11th Generation,15.6 Inches,1920 x 1080 Pixels,Non-Touch,Yes,1 TB HDD,8 GB,N/A,Intel Core i7-1165G7 Tiger Lake,2.8 Ghz Turbo Boost Up to 4.7 GHz (4 Cores - 8 Threads),Integrated 45Wh,Yes,Yes,"1x USB 3.2 Gen 1 1x USB 3.2 Gen 1 (Always On), 1x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4), 1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",Yes,720p with ThinkShutter
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-thinkpad-x1-carbon-14-inches-10th-gen-core-i7-win-11-pro-16gb-512gb
","lenovo thinkpad x1 carbon 14 inches 10th gen core i7 win 11 pro 16gb 512gb
","Rs  592,999",https://images.priceoye.pk/samsung-galaxy-a24-pakistan-priceoye-v5w4j-500x500.webp,14.95 x 315.6 x 222.5 mm,1.12 Kg,Windows 11 Pro,12th Generation,14 Inches,1920 x 1200 Pixels,Yes,N/A,512 GB SSD,16 GB,Integrated Intel® Iris® Xe Graphics,Intel® Core™ i7-1255U,"E-Core Max 3.50 GHz, P-Core Max 4.70 GHz with Turbo Boost, 10 Cores, 12 Threads, 12 MB Cache",57 Wh,Yes,Yes,2 x USB-C Thunderbolt™ 4  2 x USB-A 3.2 Gen 1  Headphone / mic combo  HDMI 2.0b  Optional: Nano SIM slot,Yes,FHD RGB with webcam privacy shutter
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-v15-g3-15-6-inches-12th-gen-core-i5-dos-8gb-512gb
","lenovo v15 g3 15 6 inches 12th gen core i5 dos 8gb 512gb
","Rs  174,999",https://images.priceoye.pk/lenovo-v15-g3-15-6-inches-12th-gen-core-i5-dos-8gb-512gb-pakistan-priceoye-xwdu3-500x500.webp,N/A,N/A,DOS,12th Generation,15.6 Inches,1920 x 1080 Pixels,Non-Touch,No,512 GB SSD,8 GB,Integrated Intel Iris Xe Graphics Functions as UHD Graphics,Intel Core i5-1235u,1.30 GHz up to 4.40 GHz Turbo,38Wh,Yes,Yes,"1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.2)",No,Yes
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-ideapad-silm-3-13th-gen-core-i3-dos-8gb-256gb
","lenovo ideapad silm 3 13th gen core i3 dos 8gb 256gb
","Rs  134,999",,N/A,N/A,Dos,13th Gen,"15.6""","15.6"" FHD (1920×1080) TN 250nits Anti-glare",No,No,256GB SSD,8GB,Intel HD Graphics,Intel Core i3 1305U,N/A,N/A,Yes,Yes,Yes,No,yes
apple,"https://priceoye.pk/laptops/apple/apple-macbook-pro-13-inches-core-i5-8gb-512gb
","apple macbook pro 13 inches core i5 8gb 512gb
","Rs  265,999",https://images.priceoye.pk/apple-macbookk-pro-13-inch-core-i5-m2-chip-8gb-ram-512gb-ssd-a2289-pakistan-priceoye-7t6tg-500x500.webp,1.56 x 30.41 x 21.24 cm,1.4 Kg,macOS,8th Generation,13.3-inches,13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors,"Force Touch trackpad for precise cursor control and pressure‑sensing capabilities; enables Force clicks, accelerators, pressure‑sensitive drawing, and Multi‑Touch gestures",Yes,512 GB,8 GB,Intel Iris Plus Graphics 645 with up to 1.5GB shared memory,Intel Core i5 1.4GHz quad-core (8257U),"Intel Core i5 1.4GHz quad-core (8257U) processor (with Turbo Boost 2.0 to 3.9GHz,",N/A,Yes,Yes,Yes,Yes,720p FaceTime HD camera Advanced image signal processor with computational video
apple,"https://priceoye.pk/laptops/apple/apple-macbook-air-13-m1-mgn63-8gb-256gb
","apple macbook air 13 m1 mgn63 8gb 256gb
","Rs  242,999",https://images.priceoye.pk/apple-macbook-air-13-m1-mgn63-8gb-256gb-pakistan-priceoye-fb7mw-500x500.webp,N/A,2.8 pounds,macOS,M1,13.3-inches,2560-by-1600,No,"Backlit Magic Keyboard with: 78 (U.S.) or 79 (ISO) keys including 12 function keys and 4 arrow keys in an inverted-T arrangement Ambient light sensor Force Touch trackpad for precise cursor control and pressure-sensing capabilities; enables Force clicks,",256 GB SSD,8 GB,N/A,Apple M1 Chip,8-core CPU with 4 perform­ance cores and 4 efficiency cores 7-core GPU 16-core Neural Engine,N/A,Yes,Yes,Yes,Touch ID sensor,720p FaceTime HD camera
apple,"https://priceoye.pk/laptops/apple/apple-macbook-pro-mrx33-m3-pro-14-2-18gb-512gb
","apple macbook pro mrx33 m3 pro 14 2 18gb 512gb
","Rs  572,999",https://images.priceoye.pk/apple-macbook-pro-mrx33-m3-pro-14-2-18gb-512gb-pakistan-priceoye-sks7g-500x500.webp,N/A,N/A,macOS,M3,14.2 inches,3024 x 1964,No,Yes,512 GB,18GB,14-core GPU,M3 Pro,"11-core CPU, 14-core GPU & 16-core Neural Engine",N/A,Yes,Yes,Yes,N/A,1080p FaceTime HD camera
apple,"https://priceoye.pk/laptops/apple/apple-macbook-pro-14-2-mtl83-8gb-1tb
","apple macbook pro 14 2 mtl83 8gb 1tb
","Rs  494,999",https://images.priceoye.pk/apple-macbook-pro-14-2-mtl83-pakistan-priceoye-9i0xv-500x500.webp,N/A,N/A,macOS,M3,14.2”,3024-by-1964 native resolution at 254 pixels per inch,N/A,Yes,1TB SSD,8 GB,N/A,M3 Chip,8-Core CPU with 4 performance Cores and 4 efficiency cores,N/A,Yes,Yes,Yes,1080p FaceTime HD Camera advanced image signal processor with computational video,Yes
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-ideapad-s145-15-6-inches-10th-gen-core-i5-4gb-1tb-hdd
","lenovo ideapad s145 15 6 inches 10th gen core i5 4gb 1tb hdd
","Rs  146,499",https://images.priceoye.pk/lenovo-ideapad-3-15itl05-15-6-inches-10th-gen-core-i5-4gb-1tb-hdd-pakistan-priceoye-vlem0-500x500.webp,N/A,2.2kg (4.85lbs),MS DOS,10th gen,15.6 inch,1366 x 768 HD LED,No,N/A,1TB Sata,4GB RAM,Intel® UHD Graphics,Core i5 10th Generation,1035G1 Core i5 1GHz upto 3.6GHz,N/A,Bluetooth® 5.0,Yes,Yes,N/A,yes
hp,"https://priceoye.pk/laptops/hp/hp-victus-gaming-laptop-core-i7-12650h-16gb-512gb-ssd-15-fa0032dx
","hp victus gaming laptop core i7 12650h 16gb 512gb ssd 15 fa0032dx
","Rs  320,000",https://images.priceoye.pk/hp-victus-gaming-laptop-core-i7-12650h-16gb-512gb-ssd-15-fa0032dx-pakistan-priceoye-gok7v-500x500.webp,N/A,5.06 lb,Genuine Windows 11 Home,12th Generation Intel Core,15.6-inches,1920 x 1080,N/A,Backlit keyboard with integrated numeric pad,512 GB,16 GB,NVIDIA GeForce RTX 3050Ti (4 GB GDDR6 dedicated),12th Generation Intel Core i7-12650H Processor (10 Cores - 16 Threads),2.3 GHz Turbo Boost up to 4.7 GHz (24 MB Cache),N/A,5.0,Yes,"2 x USB 3.0 Type A Ports, 1 x USB 3.0 Type C Ports",N/A,HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-ideapad-3-1115g4-15-6-inches-11th-gen-core-i3-4gb-1tb-hdd
","lenovo ideapad 3 1115g4 15 6 inches 11th gen core i3 4gb 1tb hdd
","Rs  115,499",https://images.priceoye.pk/lenovo-ideapad-3-1115g4-15-6-inches-11th-gen-core-i3-4gb-1tb-hdd-pakistan-priceoye-56vxp-500x500.webp,N/A,1.46 kg,Dos,11th Generation,15.6″ FHD,(1920 x 1080),No,N/A,1 TeraByte HDD,4GB RAM,Intel® UHD Graphics Integrated,Intel® Core™ i3-1115G4,"Intel® Core™ i3-1115G4 (up to 4.1 GHz with Intel® Turbo Boost Technology, 6 MB L3 cache, 2 cores)",N/A,Yes,Yes,Yes,N/A,Webcam: HD 720p
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-ideapad-3-15-6-inches-11th-gen-core-i5-8gb-1tb-hdd
","lenovo ideapad 3 15 6 inches 11th gen core i5 8gb 1tb hdd
","Rs  146,999",https://images.priceoye.pk/lenovo-ideapad-3-15-6-inches-11th-gen-core-i5-8gb-1tb-hdd-pakistan-priceoye-g743d-500x500.webp,N/A,2.2kg (4.85lbs),N/A,11th Generation,15.6 Inches,1920 x 1080,No,N/A,1 TB HDD,8 GB,Intel Iris® Xe Graphics,"Intel Core i5-1135G7 (4C / 8T, 2.4 / 4.2GHz, 8MB)",N/A,2 CELL,Yes,Yes,Yes,N/A,Yes
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-thinkbook-14-g2-1165g7-14-inches-11th-gen-core-i7-8-gb-1tb-hdd
","lenovo thinkbook 14 g2 1165g7 14 inches 11th gen core i7 8 gb 1tb hdd
","Rs  190,999",https://images.priceoye.pk/lenovo-thinkbook-1165g7-14-inches-11th-gen-core-i7-8-gb-1tb-hdd-pakistan-priceoye-rhksy-500x500.webp,17.9mm x 323mm x 218mm,1.4 kg,Windows 10 Pro,11th Generation,14 Inches,1920 x 1080,No,No,1 TB HDD,8 GB,Intel Iris Xe Graphics,Intel Core i7 11th Generation,"Intel Core i7-1165G7 (up to 4.5 GHz, 12MB Cache)",3 cell 45 WHr battery,Yes,Yes,3 Ports,Yes,720p HD
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-ideapad-1165g7-15-6-inches-11th-gen-core-i7-8-gb-512gb-ssd
","lenovo ideapad 1165g7 15 6 inches 11th gen core i7 8 gb 512gb ssd
","Rs  139,999",https://images.priceoye.pk/lenovo-ideapad-1165g7-15-6-inches-11th-gen-core-i7-8-gb-512gb-ssd-pakistan-priceoye-hetn8-500x500.webp,N/A,2.2kg (4.85lbs),Dos,11th Generation,15.6 Inches,1920 x 1080,No,No,1 TB HDD,4 GB,Intel Iris® Xe Graphics,"Intel Core i5-1135G7 (up to 4.2GHz, 8MB Cache)",1.7 GHz Turbo Boost 4.2 GHz,N/A,Bluetooth® 5.0,Yes,2 Ports,No,Yes
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-v15-g2-15-6-inches-11th-gen-core-i3-dos-4gb-256gb-ssd
","lenovo v15 g2 15 6 inches 11th gen core i3 dos 4gb 256gb ssd
","Rs  109,999",https://images.priceoye.pk/lenovo-v15-g2-15-6-inches-11th-gen-core-i3-dos-4gb-256gb-ssd-pakistan-priceoye-6q7j9-500x500.webp,359.2 x 236.5 x 19.9 mm,1.7 kg,DOS,11th Generation,15.6 Inches,1920 x 1080 Pixels,Non-Touch,No,256 GB SSD,4 GB,Intel UHD Graphics,Core i3,1.7 GHz Upto 4.1 GHz,38Wh battery,Yes,Yes,1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (support data transfer only),No,720p with Privacy Shutter
lenovo,"https://priceoye.pk/laptops/lenovo/lenovo-thinkpad-e14-g2-14-inches-11th-gen-core-i5-dos-8gb-512
","lenovo thinkpad e14 g2 14 inches 11th gen core i5 dos 8gb 512
","Rs  209,999",https://images.priceoye.pk/lenovo-thinkpad-e14-g2-14-inches-11th-gen-core-i5-dos-8gb-512-pakistan-priceoye-acehn-500x500.webp,null,1.59 kg,DOS,11th Generation,14 Inches,1920 x 1080,Non-Touch,Yes,512 GB SSD,08 GB,Integrated Intel Iris Xe Graphics functions as UHD Graphics,Intel Core i5 1135G7 QuadCore,2.4 GHz Turbo Boost 4.2 GHz (4 Cores - 8 Threads),45Wh,Yes,Yes,"1x USB 2.0 1x USB 3.2 Gen 1 (Always On) 1x Thunderbolt 4 / USB 4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)","Yes , Touch Style","720p HD, Camera privacy shutter"
apple,"https://priceoye.pk/laptops/apple/apple-macbook-pro-13-inches-m2-chip-mnej3
","apple macbook pro 13 inches m2 chip mnej3
","Rs  599,999",https://images.priceoye.pk/apple-macbook-pro-13-inches-m2-chip-mnej3-pakistan-priceoye-emlsr-500x500.webp,304.1 x 212.4 x 15.6 mm,3.0 pounds (1.4 kg),macOS,M2,13.3 inches,2560x1600,N/A,Yes,256 GB SSD,8 GB,Apple M2 Pro Graphics,M2 8-core CPU,"Apple M2 (8-core CPU, 3.5GHz)",58.2-watt-hour lithium-polymer battery,Yes,Yes,Yes,Yes,720p FaceTime HD camera
asus,"https://priceoye.pk/laptops/asus/asus-e410-14-inches-intel-celeron-4gb-ram-256gb-ssd
","asus e410 14 inches intel celeron 4gb ram 256gb ssd
","Rs  75,999",https://images.priceoye.pk/asus-e410-14-inches-intel-celeron-4gb-ram-256gb-ssd-pakistan-priceoye-pg5oa-500x500.webp,32.50 x 21.70 x 1.80 - 1.84 cm,1.30 kg,Genuine Windows 10 Home,Intel Celeron,14 Inches,1920 x 1080,No,Yes,256 GB,4 GB,Intel® UHD Graphics 600,Celeron N4020,Processor 1.1 GHz,"42WHrs, 3S1P, 3-cell Li-ion",Bluetooth 4.1 (Dual band),Yes,3 Ports,No,VGA camera
dell,"https://priceoye.pk/laptops/dell/dell-latitude-15-5540-15-6-inches-13th-gen-core-i7-dos-8gb-512gb
","dell latitude 15 5540 15 6 inches 13th gen core i7 dos 8gb 512gb
","Rs  404,999",https://images.priceoye.pk/dell-latitude-15-5540-15-6-inches-13th-gen-core-i7-dos-8gb-512gb-pakistan-priceoye-elqsa-500x500.webp,N/A,3.56 lb (1.613 kg),DOS,13th Generation,15.6 Inches,1920 x 1080,Non-Touch,English US backlit keyboard,512 GB SSD,08 GB,Integrated Intel® Iris® Xe Graphics Functions as UHD Graphics,Core i7 1355u Raptor Lake Processor,1.7 GHz Boost up to 5.0 GHz,3-cell 54Wh,Yes,Yes,2 Thunderbolt™ 4 port with Power Delivery and DisplayPort™ 1 USB 3.2 Gen 1 port with PowerShare 1 USB 3.2 Gen 1 port,Yes,Yes
dell,"https://priceoye.pk/laptops/dell/dell-latitude-e5430-14-inches-12th-gen-core-i7-win-11-16gb-512gb
","dell latitude e5430 14 inches 12th gen core i7 win 11 16gb 512gb
","Rs  277,999",https://images.priceoye.pk/dell-latitude-e5430-14-inches-12th-gen-core-i7-windows-11-16gb-512gb-pakistan-priceoye-jeysc-500x500.webp,19.3 mm x 321.40 mm x 212 mm,1.36 kg,Windows 11,12th Generation,14 Inches,1920 x 1080,Non-Touch,Yes,512 GB SSD,16 GB,"Integrated Intel Iris Xe Graphics, Thunderbolt",Intel® Core™ i5-1235U,"12 MB cache, 10 cores, 12 threads, up to 4.40 GHz Turbo","4 Cell, 58 Wh, ExpressCharge™ Capable",Yes,Yes,1 RJ-45 Ethernet port 1 USB 3.2 Gen 1 port 1 USB 3.2 Gen 1 port with PowerShare 2 Thunderbolt™ 4 ports with DisplayPort Alt Mode/USB Type-C/USB4/Power Delivery 1 HDMI 2.0 port 1 Universal audio port,Yes,"HD Camera, Previous Generation TNR, Camera Shutter"
